appid,Month-Year,Avg players (month),Max players (month),Price,Positive Reviews,Negative reviews,Avg Positive reviews,Avg Negative reviews
10,01-11-2012,0,0,2.49,0,0,0,0
10,01-12-2012,0,0,4.99,0,0,0,0
10,01-01-2013,0,0,2.49,0,0,0,0
10,01-02-2013,0,0,3.74,0,0,0,0
10,01-04-2013,0,0,2.5,0,0,0,0
10,01-07-2013,0,0,9.99,0,0,0,0
10,01-11-2013,0,0,2.49,0,0,0,0
10,01-12-2013,0,0,4.99,0,0,0,0
10,01-01-2014,0,0,9.99,0,0,0,0
10,01-06-2014,0,0,9.99,0,0,0,0
10,01-11-2014,0,0,4.99,0,0,0,0
10,01-12-2014,0,0,3.74,0,0,0,0
10,01-01-2015,0,0,9.99,0,0,0,0
10,01-03-2015,0,0,9.99,0,0,0,0
10,01-05-2015,0,0,9.99,1139,47,54.24,2.24
10,01-06-2015,0,0,9.99,1434,58,59.75,2.42
10,01-07-2015,8.88,32,9.99,1203,62,44.56,2.3
10,01-08-2015,224.13,4417,9.99,1022,46,46.45,2.09
10,01-09-2015,47.07,693,9.99,904,49,39.3,2.13
10,01-10-2015,8.68,136,9.99,883,35,46.47,1.84
10,01-11-2015,7.27,43,4.99,1168,54,53.09,2.45
10,01-12-2015,5.29,20,4.99,2067,75,86.12,3.12
10,01-01-2016,25.74,90,9.99,1691,62,73.52,2.7
10,01-02-2016,21.03,178,9.99,1561,78,65.04,3.25
10,01-03-2016,87,1080,9.99,1310,52,65.5,2.6
10,01-04-2016,12.63,64,9.99,937,49,44.62,2.33
10,01-05-2016,38.32,311,9.99,774,36,45.53,2.12
10,01-06-2016,36.33,433,9.99,1100,57,50,2.59
10,01-07-2016,63.29,756,9.99,953,59,45.38,2.81
10,01-08-2016,193.68,2536,9.99,690,30,46,2
10,01-09-2016,138.93,3173,9.99,894,32,47.05,1.68
10,01-10-2016,22.16,221,9.99,601,35,37.56,2.19
10,01-11-2016,47.47,420,2.49,7776,84,353.45,3.82
10,01-12-2016,50.26,167,2.49,2106,89,87.75,3.71
10,01-01-2017,76.13,519,9.99,1408,46,67.05,2.19
10,01-02-2017,70.54,544,9.99,1229,49,68.28,2.72
10,01-03-2017,275.48,5760,9.99,960,41,53.33,2.28
10,01-04-2017,78.1,817,9.99,801,35,47.12,2.06
10,01-05-2017,77.26,175,9.99,887,49,40.32,2.23
10,01-06-2017,777.6,21837,2.49,2429,103,97.16,4.12
10,01-07-2017,105.42,1443,9.99,1003,54,43.61,2.35
10,01-08-2017,138.13,2269,9.99,834,52,69.5,4.33
10,01-09-2017,117.63,528,9.99,715,41,35.75,2.05
10,01-10-2017,189.68,2138,9.99,839,54,33.56,2.16
10,01-11-2017,95.43,294,9.99,6283,140,349.06,7.78
10,01-12-2017,95.9,535,0.99,2924,117,132.91,5.32
10,01-01-2018,630.65,15611,9.99,1529,56,109.21,4
10,01-02-2018,188.75,1349,9.99,1776,69,104.47,4.06
10,01-03-2018,94.77,499,9.99,1637,49,125.92,3.77
10,01-04-2018,173.4,2329,9.99,1085,51,60.28,2.83
10,01-05-2018,124.26,1091,9.99,1268,29,84.53,1.93
10,01-06-2018,607.97,8924,0.99,2351,108,111.95,5.14
10,01-07-2018,387.26,4980,9.99,1438,48,79.89,2.67
10,01-08-2018,389.16,6886,9.99,904,32,69.54,2.46
10,01-09-2018,182.93,1352,9.99,412,17,41.2,1.7
10,01-10-2018,429.13,3827,9.99,381,37,17.32,1.68
10,01-11-2018,254.63,2577,9.99,4298,91,214.9,4.55
10,01-12-2018,339.94,1596,0.99,1461,119,54.11,4.41
10,01-01-2019,862.55,5690,9.99,652,59,34.32,3.11
10,01-02-2019,345.04,1579,9.99,620,44,41.33,2.93
10,01-03-2019,411.58,2872,9.99,422,44,19.18,2
10,01-04-2019,526,4887,9.99,235,31,15.67,2.07
10,01-05-2019,316.35,1735,9.99,569,32,51.73,2.91
10,01-06-2019,841.17,4163,0.99,7411,171,352.9,8.14
10,01-07-2019,488.52,3832,9.99,210,26,15,1.86
10,01-08-2019,495.23,6207,9.99,147,20,12.25,1.67
10,01-09-2019,343.6,1509,9.99,188,21,13.43,1.5
10,01-10-2019,285.94,1127,9.99,1397,40,77.61,2.22
10,01-11-2019,420.6,2955,0.99,4836,88,219.82,4
10,01-12-2019,856.1,10697,0.99,2680,98,107.2,3.92
10,01-01-2020,643.29,3825,9.99,1320,54,66,2.7
10,01-02-2020,447.41,1517,9.99,1141,60,60.05,3.16
10,01-03-2020,1222.9,15029,9.99,2227,80,92.79,3.33
10,01-04-2020,749.4,5701,9.99,1557,54,81.95,2.84
10,01-05-2020,5006.48,127518,9.99,1352,56,67.6,2.8
10,01-06-2020,669.27,1980,1.99,2181,80,94.83,3.48
10,01-07-2020,1323.06,12909,9.99,1092,54,57.47,2.84
10,01-08-2020,1733.29,10012,9.99,945,67,52.5,3.72
10,01-09-2020,1994.73,18769,9.99,809,40,40.45,2
10,01-10-2020,1519.39,26150,9.99,696,34,49.71,2.43
10,01-11-2020,1167.37,4618,1.99,3147,79,157.35,3.95
10,01-12-2020,846.84,4504,1.99,1638,59,91,3.28
10,01-01-2021,1542.71,9466,9.99,1119,45,58.89,2.37
10,01-02-2021,1545.57,5865,9.99,900,26,69.23,2
10,01-03-2021,1039,6423,9.99,916,43,48.21,2.26
10,01-04-2021,1193.53,9131,9.99,714,34,44.62,2.12
10,01-05-2021,6388.74,60904,9.99,924,56,42,2.55
10,01-06-2021,4421.93,26567,1.99,1513,85,65.78,3.7
10,01-07-2021,872.74,4650,9.99,770,49,42.78,2.72
10,01-08-2021,1617.1,7577,9.99,593,46,34.88,2.71
10,01-09-2021,1425.2,9825,9.99,708,41,37.26,2.16
10,01-10-2021,500.77,2292,9.99,490,37,30.62,2.31
10,01-11-2021,861.93,7731,1.99,5720,92,286,4.6
10,01-12-2021,869.81,6758,1.99,1000,46,58.82,2.71
10,01-01-2022,693.97,3992,1.99,1156,54,52.55,2.45
10,01-02-2022,1502.79,14482,9.99,691,43,38.39,2.39
10,01-03-2022,495.39,1204,9.99,559,37,31.06,2.06
10,01-04-2022,493.6,3618,9.99,472,29,27.76,1.71
10,01-05-2022,681.55,9293,9.99,603,45,25.12,1.88
10,01-06-2022,859.33,4519,1.99,826,45,48.59,2.65
10,01-07-2022,762.23,3845,9.99,482,36,30.12,2.25
10,01-08-2022,941.45,8691,9.99,398,29,28.43,2.07
10,01-09-2022,2290,11760,9.99,384,18,27.43,1.29
10,01-10-2022,1137.71,12553,9.99,461,46,25.61,2.56
10,01-11-2022,717.6,3068,9.99,4985,77,293.24,4.53
10,01-12-2022,763.9,6266,0.99,1548,56,81.47,2.95
10,01-01-2023,823.26,3921,9.99,976,43,51.37,2.26
10,01-02-2023,636.57,2119,9.99,429,21,42.9,2.1
10,01-03-2023,825.29,3251,9.99,1282,43,71.22,2.39
10,01-04-2023,1058.57,9566,9.99,521,42,34.73,2.8
10,01-05-2023,1130.58,4712,9.99,559,32,34.94,2
10,01-06-2023,5371.57,38202,0.99,815,39,54.33,2.6
10,01-07-2023,597.32,4755,9.99,877,61,48.72,3.39
10,01-08-2023,446.26,1514,9.99,459,36,32.79,2.57
10,01-09-2023,515,4203,9.99,1583,75,75.38,3.57
10,01-10-2023,594.13,2232,9.99,842,37,52.62,2.31
10,01-11-2023,1335.8,11687,9.99,4686,171,275.65,10.06
10,01-12-2023,790.1,7752,0.99,1075,46,67.19,2.88
10,01-01-2024,822.9,2532,9.99,702,42,54,3.23
10,01-02-2024,511.45,1358,9.99,406,26,50.75,3.25
10,01-03-2024,988.1,7716,9.99,868,48,62,3.43
10,01-04-2024,479.1,2081,9.99,477,37,28.06,2.18
10,01-05-2024,642.9,4406,9.99,425,44,23.61,2.44
10,01-06-2024,3990.33,33725,0.99,905,54,45.25,2.7
10,01-07-2024,787.26,10166,9.99,679,48,30.86,2.18
10,01-08-2024,404.03,1539,9.99,484,35,24.2,1.75
10,01-09-2024,513.47,5270,9.99,357,29,23.8,1.93
10,01-10-2024,158.43,1357,9.99,693,44,36.47,2.32
10,01-11-2024,148.49,3948,9.99,425,25,47.22,2.78
105600,01-09-2012,0,0,3.39,0,0,0,0
105600,01-11-2012,0,0,6.69,0,0,0,0
105600,01-12-2012,0,0,3.39,0,0,0,0
105600,01-01-2013,0,0,2.49,0,0,0,0
105600,01-05-2013,0,0,3.39,0,0,0,0
105600,01-07-2013,0,0,9.99,0,0,0,0
105600,01-10-2013,0,0,9.99,0,0,0,0
105600,01-11-2013,0,0,4.99,0,0,0,0
105600,01-12-2013,0,0,4.99,0,0,0,0
105600,01-01-2014,0,0,9.99,0,0,0,0
105600,01-05-2014,0,0,9.99,0,0,0,0
105600,01-06-2014,0,0,9.99,0,0,0,0
105600,01-09-2014,0,0,9.99,0,0,0,0
105600,01-11-2014,0,0,1.99,0,0,0,0
105600,01-12-2014,0,0,2.99,0,0,0,0
105600,01-01-2015,0,0,9.99,0,0,0,0
105600,01-02-2015,0,0,9.99,0,0,0,0
105600,01-05-2015,0,0,9.99,1924,84,83.65,3.65
105600,01-06-2015,0,0,7.49,9548,413,318.27,13.77
105600,01-07-2015,6138.75,13668,9.99,5132,197,197.38,7.58
105600,01-08-2015,2523.35,10660,9.99,3297,121,126.81,4.65
105600,01-09-2015,1069,9143,9.99,2459,103,102.46,4.29
105600,01-10-2015,475.32,1130,9.99,2423,96,96.92,3.84
105600,01-11-2015,504.37,1772,3.39,3636,149,134.67,5.52
105600,01-12-2015,827.52,2880,3.39,6551,264,218.37,8.8
105600,01-01-2016,1265.65,11834,9.99,3253,130,125.12,5
105600,01-02-2016,977.03,1960,9.99,2682,107,111.75,4.46
105600,01-03-2016,688.68,3021,9.99,2682,89,103.15,3.42
105600,01-04-2016,962.3,1912,9.99,1791,87,81.41,3.95
105600,01-05-2016,1210.45,4527,9.99,2677,125,99.15,4.63
105600,01-06-2016,3204.93,8234,4.99,4039,125,161.56,5
105600,01-07-2016,1337,7328,9.99,2549,124,91.04,4.43
105600,01-08-2016,469.06,2377,9.99,2119,119,75.68,4.25
105600,01-09-2016,399.83,1429,9.99,1293,77,58.77,3.5
105600,01-10-2016,617.39,1121,7.49,1421,87,59.21,3.62
105600,01-11-2016,643.13,5825,7.49,18659,144,777.46,6
105600,01-12-2016,3013.48,28497,5.99,3891,158,155.64,6.32
105600,01-01-2017,908.16,3806,9.99,2240,119,86.15,4.58
105600,01-02-2017,1028.54,3588,9.99,1928,103,80.33,4.29
105600,01-03-2017,349.13,1454,9.99,1705,86,74.13,3.74
105600,01-04-2017,446.57,1657,9.99,2028,101,112.67,5.61
105600,01-05-2017,1245.77,4089,9.99,1747,82,91.95,4.32
105600,01-06-2017,597.13,1078,4.99,3740,320,196.84,16.84
105600,01-07-2017,1454.65,19701,9.99,2162,142,98.27,6.45
105600,01-08-2017,2373.61,17806,9.99,1992,106,99.6,5.3
105600,01-09-2017,518.47,3023,9.99,1778,72,80.82,3.27
105600,01-10-2017,507.81,2119,5.99,1965,92,89.32,4.18
105600,01-11-2017,1843.07,34619,9.99,11664,136,648,7.56
105600,01-12-2017,1199.71,9972,4.99,4420,171,232.63,9
105600,01-01-2018,1575.68,7182,9.99,3516,104,195.33,5.78
105600,01-02-2018,3198,5563,9.99,1974,79,123.38,4.94
105600,01-03-2018,3435.9,19046,9.99,3122,60,183.65,3.53
105600,01-04-2018,4323.37,34646,9.99,3245,58,202.81,3.62
105600,01-05-2018,3779.06,8121,9.99,3442,91,215.12,5.69
105600,01-06-2018,2053,6443,4.99,3636,153,151.5,6.38
105600,01-07-2018,5934.13,13476,9.99,4290,88,225.79,4.63
105600,01-08-2018,3626.26,7349,9.99,3531,73,185.84,3.84
105600,01-09-2018,3135.2,7325,9.99,2476,80,123.8,4
105600,01-10-2018,2966.19,6989,4.99,1345,92,56.04,3.83
105600,01-11-2018,1744.9,12955,9.99,11773,129,470.92,5.16
105600,01-12-2018,3643.71,26777,4.99,3646,178,145.84,7.12
105600,01-01-2019,3584.35,34092,9.99,2671,136,95.39,4.86
105600,01-02-2019,1251.5,3459,9.99,1865,86,103.61,4.78
105600,01-03-2019,2248.29,19199,9.99,1626,92,65.04,3.68
105600,01-04-2019,3929.27,17909,9.99,1626,89,70.7,3.87
105600,01-05-2019,2190.58,15533,9.99,2322,94,154.8,6.27
105600,01-06-2019,5863.73,18312,4.99,29879,300,1149.19,11.54
105600,01-07-2019,2529.84,8167,9.99,1784,120,66.07,4.44
105600,01-08-2019,2935.84,10179,9.99,1144,73,52,3.32
105600,01-09-2019,1151.47,4422,9.99,1008,46,56,2.56
105600,01-10-2019,668.23,3947,4.99,16119,125,732.68,5.68
105600,01-11-2019,1224,13701,4.99,41779,316,1492.11,11.29
105600,01-12-2019,3383.65,15024,4.99,32777,428,1213.96,15.85
105600,01-01-2020,8780.32,185642,9.99,17846,286,660.96,10.59
105600,01-02-2020,5176.45,22507,9.99,14167,232,544.88,8.92
105600,01-03-2020,3173.58,19929,4.99,21844,327,780.14,11.68
105600,01-04-2020,3853.23,32305,9.99,22717,260,908.68,10.4
105600,01-05-2020,34071.39,125768,9.99,58264,1341,2080.86,47.89
105600,01-06-2020,20646.57,37708,4.99,23347,468,864.7,17.33
105600,01-07-2020,8643.61,32913,9.99,14618,331,504.07,11.41
105600,01-08-2020,5571.42,13542,9.99,11747,225,451.81,8.65
105600,01-09-2020,2719.93,15280,9.99,9888,183,353.14,6.54
105600,01-10-2020,1183.1,4131,4.99,15947,334,549.9,11.52
105600,01-11-2020,3173.57,16631,4.99,31778,294,1134.93,10.5
105600,01-12-2020,2885.77,5434,4.99,19805,403,682.93,13.9
105600,01-01-2021,5954.26,46890,9.99,16527,296,590.25,10.57
105600,01-02-2021,14122.14,265172,9.99,18749,362,852.23,16.45
105600,01-03-2021,4238.97,37904,9.99,17491,343,564.23,11.06
105600,01-04-2021,3493.5,6977,9.99,13052,248,466.14,8.86
105600,01-05-2021,8845.71,27544,9.99,20843,511,672.35,16.48
105600,01-06-2021,23852.4,86034,4.99,15692,403,560.43,14.39
105600,01-07-2021,7572.87,23774,9.99,14681,320,489.37,10.67
105600,01-08-2021,3235,14347,9.99,13373,298,461.14,10.28
105600,01-09-2021,1550.83,5702,9.99,13142,270,438.07,9
105600,01-10-2021,2889.81,13943,4.99,15054,341,485.61,11
105600,01-11-2021,3088.2,6816,4.99,42311,569,1410.37,18.97
105600,01-12-2021,5158.29,17720,4.99,20359,497,702.03,17.14
105600,01-01-2022,9460.84,35631,4.99,17890,494,596.33,16.47
105600,01-02-2022,5097.79,77823,9.99,12854,351,476.07,13
105600,01-03-2022,15403.13,46437,9.99,12567,413,405.39,13.32
105600,01-04-2022,3541.13,8880,9.99,11178,360,385.45,12.41
105600,01-05-2022,3950.06,13166,9.99,11754,360,379.16,11.61
105600,01-06-2022,4895.07,20991,4.99,15422,472,531.79,16.28
105600,01-07-2022,4282.23,16952,9.99,13465,389,434.35,12.55
105600,01-08-2022,4890.03,11146,9.99,11346,309,405.21,11.04
105600,01-09-2022,5503.27,24428,4.99,16893,419,582.52,14.45
105600,01-10-2022,28912.68,72953,9.99,16153,479,557,16.52
105600,01-11-2022,4452.4,12912,9.99,14828,419,549.19,15.52
105600,01-12-2022,2470.06,7925,4.99,17254,476,690.16,19.04
105600,01-01-2023,7846.65,90918,9.99,14522,545,537.85,20.19
105600,01-02-2023,3535.75,11612,9.99,10723,397,446.79,16.54
105600,01-03-2023,2070.52,4377,9.99,14504,497,557.85,19.12
105600,01-04-2023,5074.9,20603,9.99,11393,416,438.19,16
105600,01-05-2023,3565.58,8513,9.99,11360,436,454.4,17.44
105600,01-06-2023,3489.57,10906,4.99,16332,524,710.09,22.78
105600,01-07-2023,4754.55,15833,9.99,17024,685,773.82,31.14
105600,01-08-2023,4407.52,11114,9.99,12778,448,555.57,19.48
105600,01-09-2023,2357.3,4144,9.99,13790,455,599.57,19.78
105600,01-10-2023,3730.06,13896,9.99,11702,395,531.91,17.95
105600,01-11-2023,2635.7,11561,9.99,11927,350,596.35,17.5
105600,01-12-2023,1970.87,7051,4.99,13592,464,679.6,23.2
105600,01-01-2024,2709.74,7414,9.99,11962,430,598.1,21.5
105600,01-02-2024,2579.59,7214,9.99,8826,282,551.62,17.62
105600,01-03-2024,2803.74,12916,9.99,11887,397,540.32,18.05
105600,01-04-2024,3620.6,9654,9.99,10167,360,338.9,12
105600,01-05-2024,2021.1,4232,4.99,10290,416,343,13.87
105600,01-06-2024,2198.77,4656,4.99,12889,428,429.63,14.27
105600,01-07-2024,8108.58,19463,9.99,11138,436,359.29,14.06
105600,01-08-2024,3974.42,11532,9.99,9245,1104,308.17,36.8
105600,01-09-2024,5392.97,19592,9.99,6962,250,257.85,9.26
105600,01-10-2024,1759.94,8871,9.99,6662,263,229.72,9.07
105600,01-11-2024,744.42,7330,9.99,3053,112,234.85,8.62
1063730,01-12-2019,4.39,90,39.99,0,0,0,0
1063730,01-01-2020,4.48,38,39.99,0,0,0,0
1063730,01-02-2020,12.07,138,39.99,0,0,0,0
1063730,01-03-2020,25.26,153,39.99,0,0,0,0
1063730,01-04-2020,77.73,631,39.99,0,0,0,0
1063730,01-05-2020,22.71,105,39.99,0,0,0,0
1063730,01-06-2020,151.43,1176,39.99,0,0,0,0
1063730,01-07-2020,160.61,783,39.99,0,0,0,0
1063730,01-08-2020,34976.32,344240,39.99,0,0,0,0
1063730,01-09-2020,3601.73,58409,39.99,0,0,0,0
1063730,01-10-2020,22.26,189,39.99,0,0,0,0
1063730,01-11-2020,61.83,1344,39.99,0,0,0,0
1063730,01-12-2020,22.74,343,39.99,0,0,0,0
1063730,01-01-2021,27.52,131,39.99,0,0,0,0
1063730,01-02-2021,74.71,493,39.99,0,0,0,0
1063730,01-03-2021,110.61,517,39.99,0,0,0,0
1063730,01-04-2021,196.37,1695,39.99,0,0,0,0
1063730,01-05-2021,314.52,2160,39.99,0,0,0,0
1063730,01-06-2021,444.33,3779,39.99,0,0,0,0
1063730,01-07-2021,88364.71,728852,39.99,0,0,0,0
1063730,01-08-2021,7597.9,103025,39.99,0,0,0,0
1063730,01-09-2021,105517.87,985738,39.99,14610,15654,4870,5218
1063730,01-10-2021,161718.06,461507,39.99,104468,23916,3482.27,797.2
1063730,01-11-2021,38771.87,70132,29.99,21291,19343,709.7,644.77
1063730,01-12-2021,26078.77,75801,29.99,6540,6036,210.97,194.71
1063730,01-01-2022,13770.35,29156,29.99,2848,2642,94.93,88.07
1063730,01-02-2022,7680.75,27526,39.99,1017,2228,36.32,79.57
1063730,01-03-2022,12833.61,71579,39.99,520,1147,18.57,40.96
1063730,01-04-2022,6899.73,27774,39.99,1707,1270,56.9,42.33
1063730,01-05-2022,5922.74,20683,39.99,668,527,21.55,17
1063730,01-06-2022,7322.6,41477,23.99,566,556,18.87,18.53
1063730,01-07-2022,6826.16,34954,39.99,859,377,29.62,13
1063730,01-08-2022,4815.58,10404,19.99,918,306,31.66,10.55
1063730,01-09-2022,13877.27,32883,39.99,1463,372,91.44,23.25
1063730,01-10-2022,14298.68,62441,39.99,860,79,86,7.9
1063730,01-11-2022,52328.67,198311,39.99,2481,110,248.1,11
1063730,01-12-2022,12796.42,30838,19.99,3660,953,135.56,35.3
1063730,01-01-2023,7960.1,22153,39.99,1984,364,79.36,14.56
1063730,01-02-2023,4750.18,8293,39.99,946,222,45.05,10.57
1063730,01-03-2023,3775.42,19755,39.99,806,259,32.24,10.36
1063730,01-04-2023,13623,29564,39.99,947,362,39.46,15.08
1063730,01-05-2023,5910.52,26038,39.99,832,193,36.17,8.39
1063730,01-06-2023,5348.9,13890,15.99,659,114,36.61,6.33
1063730,01-07-2023,8910.26,33664,39.99,1877,296,89.38,14.1
1063730,01-08-2023,3251.71,4651,39.99,562,132,33.06,7.76
1063730,01-09-2023,4866,9412,39.99,950,275,52.78,15.28
1063730,01-10-2023,31891.23,142289,39.99,3783,2027,189.15,101.35
1063730,01-11-2023,5078.53,8740,39.99,1981,492,99.05,24.6
1063730,01-12-2023,6864.87,20847,15.99,1427,429,67.95,20.43
1063730,01-01-2024,3898.87,5805,39.99,1015,274,56.39,15.22
1063730,01-02-2024,1696.72,2974,39.99,353,154,20.76,9.06
1063730,01-03-2024,1673.35,4236,39.99,327,242,20.44,15.12
1063730,01-04-2024,1903.93,4641,39.99,289,280,13.14,12.73
1063730,01-05-2024,1553.45,2856,39.99,130,167,6.19,7.95
1063730,01-06-2024,1977.73,7354,15.99,23,97,4.6,19.4
1063730,01-07-2024,934.68,8149,39.99,72,252,4.5,15.75
1063730,01-08-2024,973.23,3789,39.99,73,178,4.06,9.89
1063730,01-09-2024,3012.9,19105,29.99,297,133,15.63,7
1063730,01-10-2024,7530.11,74358,59.99,2145,580,97.5,26.36
1063730,01-11-2024,2766.8,11946,59.99,665,258,27.71,10.75
107410,01-07-2013,0,0,44.99,0,0,0,0
107410,01-09-2013,0,0,59.99,0,0,0,0
107410,01-11-2013,0,0,59.99,0,0,0,0
107410,01-12-2013,0,0,44.99,0,0,0,0
107410,01-01-2014,0,0,59.99,0,0,0,0
107410,01-02-2014,0,0,59.99,0,0,0,0
107410,01-05-2014,0,0,59.99,0,0,0,0
107410,01-06-2014,0,0,59.99,0,0,0,0
107410,01-10-2014,0,0,59.99,0,0,0,0
107410,01-11-2014,0,0,29.99,0,0,0,0
107410,01-12-2014,0,0,29.99,0,0,0,0
107410,01-01-2015,0,0,59.99,0,0,0,0
107410,01-03-2015,0,0,59.99,0,0,0,0
107410,01-05-2015,0,0,59.99,1307,152,48.41,5.63
107410,01-06-2015,0,0,59.99,1862,237,64.21,8.17
107410,01-07-2015,20565.75,44175,59.99,1096,150,37.79,5.17
107410,01-08-2015,26555.26,54269,59.99,977,107,34.89,3.82
107410,01-09-2015,20346.1,44044,59.99,1067,119,41.04,4.58
107410,01-10-2015,23220.45,50379,59.99,911,114,39.61,4.96
107410,01-11-2015,22391.17,44850,29.99,1163,195,50.57,8.48
107410,01-12-2015,17255.35,37896,29.99,2197,272,73.23,9.07
107410,01-01-2016,9844.13,32132,59.99,1396,158,51.7,5.85
107410,01-02-2016,18149.24,39594,59.99,1488,165,59.52,6.6
107410,01-03-2016,13063.16,30688,59.99,765,78,38.25,3.9
107410,01-04-2016,19703.7,37967,39.99,955,94,36.73,3.62
107410,01-05-2016,19008.81,40896,39.99,2321,405,80.03,13.97
107410,01-06-2016,25417.13,41091,19.99,2161,313,77.18,11.18
107410,01-07-2016,26539,55686,39.99,1365,290,45.5,9.67
107410,01-08-2016,22149.23,37065,39.99,874,154,32.37,5.7
107410,01-09-2016,16805.1,35559,39.99,924,150,31.86,5.17
107410,01-10-2016,11490.29,20772,39.99,837,90,29.89,3.21
107410,01-11-2016,23185.3,45332,39.99,7234,221,278.23,8.5
107410,01-12-2016,18953.9,32481,19.99,1956,286,67.45,9.86
107410,01-01-2017,24688.45,43375,39.99,1192,145,41.1,5
107410,01-02-2017,18650.68,45593,39.99,796,126,37.9,6
107410,01-03-2017,14477.19,33052,39.99,1041,139,37.18,4.96
107410,01-04-2017,14330.9,23933,39.99,1355,235,46.72,8.1
107410,01-05-2017,9288.52,15154,39.99,970,132,37.31,5.08
107410,01-06-2017,9629.73,13518,13.59,3407,606,117.48,20.9
107410,01-07-2017,8397.35,12893,39.99,971,188,42.22,8.17
107410,01-08-2017,4773.13,13460,13.59,1547,345,73.67,16.43
107410,01-09-2017,4353.13,9567,39.99,963,171,38.52,6.84
107410,01-10-2017,3426.84,9540,39.99,662,124,34.84,6.53
107410,01-11-2017,5120.63,11278,39.99,5273,307,239.68,13.95
107410,01-12-2017,5526.42,10025,13.59,2306,271,109.81,12.9
107410,01-01-2018,3870.29,8752,39.99,1477,152,73.85,7.6
107410,01-02-2018,4521.11,15494,39.99,1366,130,75.89,7.22
107410,01-03-2018,6610.45,16400,39.99,1284,78,71.33,4.33
107410,01-04-2018,6185.53,13221,39.99,1773,440,84.43,20.95
107410,01-05-2018,5876.74,11085,39.99,1224,110,68,6.11
107410,01-06-2018,4315.37,6769,13.59,1515,183,75.75,9.15
107410,01-07-2018,5264.58,11749,39.99,1164,141,61.26,7.42
107410,01-08-2018,5957.32,24231,39.99,1092,52,64.24,3.06
107410,01-09-2018,4128.07,13899,39.99,830,124,37.73,5.64
107410,01-10-2018,4484.68,14350,13.59,345,83,16.43,3.95
107410,01-11-2018,3987.93,11358,39.99,3932,157,135.59,5.41
107410,01-12-2018,3582.39,14034,13.59,729,162,29.16,6.48
107410,01-01-2019,3856.13,14378,39.99,515,112,20.6,4.48
107410,01-02-2019,3990.29,23437,39.99,971,398,46.24,18.95
107410,01-03-2019,5164.61,37580,39.99,298,68,15.68,3.58
107410,01-04-2019,4946.77,12197,29.99,334,60,13.92,2.5
107410,01-05-2019,2923.94,22355,29.99,642,170,45.86,12.14
107410,01-06-2019,2018.83,4371,10.19,8308,386,296.71,13.79
107410,01-07-2019,2700.48,4043,29.99,482,150,16.07,5
107410,01-08-2019,2267.65,6317,29.99,268,95,10.31,3.65
107410,01-09-2019,1833.5,4824,29.99,374,148,15.58,6.17
107410,01-10-2019,2432.23,6303,10.19,4236,186,162.92,7.15
107410,01-11-2019,2016.6,8376,10.19,4226,188,169.04,7.52
107410,01-12-2019,4203.32,11464,10.19,4216,243,156.15,9
107410,01-01-2020,1499.39,3516,29.99,4306,451,153.79,16.11
107410,01-02-2020,2406.38,5597,29.99,2135,128,82.12,4.92
107410,01-03-2020,1713.52,5265,8.99,3881,350,133.83,12.07
107410,01-04-2020,2714.03,14639,29.99,3715,439,137.59,16.26
107410,01-05-2020,2441.1,5648,8.99,2287,267,78.86,9.21
107410,01-06-2020,1748.97,11468,8.99,2297,227,85.07,8.41
107410,01-07-2020,2048.58,7283,29.99,1700,175,62.96,6.48
107410,01-08-2020,2798.32,5514,29.99,1514,147,60.56,5.88
107410,01-09-2020,2492.63,11372,29.99,2025,270,75,10
107410,01-10-2020,4724.52,14968,7.49,3089,419,102.97,13.97
107410,01-11-2020,2566.9,13226,7.49,3702,215,132.21,7.68
107410,01-12-2020,1317.74,5000,7.49,2991,253,103.14,8.72
107410,01-01-2021,1457.13,4151,29.99,1920,129,76.8,5.16
107410,01-02-2021,3516.18,28788,7.49,3145,393,149.76,18.71
107410,01-03-2021,1777.61,4836,29.99,1665,419,61.67,15.52
107410,01-04-2021,3150.8,17551,29.99,1992,201,83,8.38
107410,01-05-2021,6084.52,17347,29.99,2868,318,98.9,10.97
107410,01-06-2021,2678.47,7639,7.49,2431,311,90.04,11.52
107410,01-07-2021,1651.48,4442,29.99,2026,215,69.86,7.41
107410,01-08-2021,1083.48,3189,29.99,1846,214,63.66,7.38
107410,01-09-2021,1746.1,8040,29.99,1918,159,71.04,5.89
107410,01-10-2021,3275.9,9445,7.49,1316,113,50.62,4.35
107410,01-11-2021,2407.87,7380,7.49,3415,242,113.83,8.07
107410,01-12-2021,1987.94,6308,7.49,2030,216,81.2,8.64
107410,01-01-2022,2879.26,7765,7.49,1816,157,69.85,6.04
107410,01-02-2022,2613.93,8030,29.99,1643,505,63.19,19.42
107410,01-03-2022,1714.65,8493,7.49,2462,334,82.07,11.13
107410,01-04-2022,2384.5,8240,29.99,1258,116,54.7,5.04
107410,01-05-2022,4220.19,43747,29.99,1550,187,55.36,6.68
107410,01-06-2022,1101.6,3195,7.49,1722,172,66.23,6.62
107410,01-07-2022,3884.52,23497,29.99,1475,183,54.63,6.78
107410,01-08-2022,2633.42,34444,29.99,1134,119,49.3,5.17
107410,01-09-2022,1751.97,6806,29.99,1799,184,69.19,7.08
107410,01-10-2022,1921.68,5055,7.49,1357,134,59,5.83
107410,01-11-2022,1448.97,5081,29.99,2055,154,89.35,6.7
